measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Global,Both,All Ages,Gonococcal infection,Number,2003,44481838.7612,55831344.4217,36913768.9319
Prevalence,Global,Both,All Ages,Trichomoniasis,Number,2003,141059754.491,162172349.653,124428305.367
Prevalence,Global,Both,All Ages,Genital herpes,Number,2003,685098578.302,776933478.537,604146053.027
Prevalence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2003,31909866.7772,35166500.958,28136593.8157
Prevalence,Global,Both,All Ages,Hepatitis,Number,2003,544246619.252,630712067.219,471221171.938
Prevalence,Global,Both,All Ages,Acute hepatitis A,Number,2003,26472261.2601,55620437.1265,5412909.95168
Prevalence,Global,Both,All Ages,Hepatitis B,Number,2003,394548251.651,464695754.845,339410523.948
Prevalence,Global,Both,All Ages,Hepatitis C,Number,2003,120973721.513,135904857.108,108311767.832
Prevalence,Global,Both,All Ages,Acute hepatitis E,Number,2003,2252384.82782,2482888.8652,2049060.19423
Prevalence,Global,Both,All Ages,Leprosy,Number,2003,513307.912491,536623.957151,490371.228793
Prevalence,Global,Both,All Ages,Other infectious diseases,Number,2003,40636717.7894,42089969.2256,39434223.8266
Prevalence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2004,975944601.445,1070777666.12,898714548.926
Prevalence,Global,Both,All Ages,Syphilis,Number,2004,49502135.6926,60118636.2976,42075404.758
Prevalence,Global,Both,All Ages,Chlamydial infection,Number,2004,85354079.4568,104869641.509,70845075.8108
Prevalence,Global,Both,All Ages,Gonococcal infection,Number,2004,45420579.5301,57038044.2285,37655248.2237
Prevalence,Global,Both,All Ages,Trichomoniasis,Number,2004,143498184.951,164859318.32,126653289.669
Prevalence,Global,Both,All Ages,Genital herpes,Number,2004,698689683.65,792523264.29,616032339.154
Prevalence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2004,1803949888.54,1895741314.12,1724343968.16
Prevalence,Global,Both,All Ages,Tuberculosis,Number,2004,1675380329.36,1799914349.21,1578088050.44
Prevalence,Global,Both,All Ages,HIV/AIDS,Number,2004,29357185.0155,30798543.1438,28061202.1291
Prevalence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2004,28137490.7375,29536474.8062,26693099.7774
Prevalence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2004,396950454.63,422530258.095,377615525.424
Prevalence,Global,Both,All Ages,Diarrheal diseases,Number,2004,61135896.4516,64405857.3149,57950414.7136
Prevalence,Global,Both,All Ages,Intestinal infectious diseases,Number,2004,1045049.64039,1186337.81219,938997.580357
Prevalence,Global,Both,All Ages,Typhoid fever,Number,2004,935282.043929,1104110.1578,799462.595944
Prevalence,Global,Both,All Ages,Paratyphoid fever,Number,2004,191121.412169,215297.066347,165345.613803
Prevalence,Global,Both,All Ages,Lower respiratory infections,Number,2004,6392112.20801,6771099.07173,5915102.361
Prevalence,Global,Both,All Ages,Upper respiratory infections,Number,2004,211812486.282,237464576.479,193999768.328
Prevalence,Global,Both,All Ages,Otitis media,Number,2004,101072640.917,110492308.87,92494052.2044
Prevalence,Global,Both,All Ages,Meningitis,Number,2004,13511921.2946,15337963.4705,11921537.9346
Prevalence,Global,Both,All Ages,Pneumococcal meningitis,Number,2004,6216121.80758,7508709.20258,5203897.51875
Prevalence,Global,Both,All Ages,H influenzae type B meningitis,Number,2004,3094775.23348,3979389.40509,2158614.42461
Prevalence,Global,Both,All Ages,Meningococcal meningitis,Number,2004,1396534.12113,1780899.88608,1028016.63732
Prevalence,Global,Both,All Ages,Other meningitis,Number,2004,2804490.13242,3385978.83182,2145671.92139
Prevalence,Global,Both,All Ages,Encephalitis,Number,2004,13867837.602,19980729.4807,9648251.45035
Prevalence,Global,Both,All Ages,Diphtheria,Number,2004,933.126714519,1213.02131936,746.489735279
Prevalence,Global,Both,All Ages,Whooping cough,Number,2004,2180948.18721,2705400.44798,1710712.45641
Prevalence,Global,Both,All Ages,Tetanus,Number,2004,144359.826567,149197.896276,137884.129569
Prevalence,Global,Both,All Ages,Measles,Number,2004,767819.096362,1636117.60693,275731.156215
Prevalence,Global,Both,All Ages,Varicella and herpes zoster,Number,2004,6318043.32752,6716750.44577,5874745.08838
Prevalence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2004,1822777354.69,1863190491.37,1782491481.31
Prevalence,Global,Both,All Ages,Malaria,Number,2004,168137852.407,181559097.672,157956343.086
Prevalence,Global,Both,All Ages,Chagas disease,Number,2004,7002014.28186,8175311.1689,6041151.47047
Prevalence,Global,Both,All Ages,Leishmaniasis,Number,2004,3745364.49648,4675023.78853,2991386.26751
Prevalence,Global,Both,All Ages,Visceral leishmaniasis,Number,2004,58892.6390425,62069.674461,55130.9291114
Prevalence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2004,3181017.5954,4253218.51728,2374901.08179
Prevalence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2003,1791562970.98,1882238192.96,1712972713.98
Prevalence,Global,Both,All Ages,Tuberculosis,Number,2003,1664487424.0,1787390521.07,1568711469.21
Prevalence,Global,Both,All Ages,HIV/AIDS,Number,2003,28591231.7981,29847259.6977,27461188.0343
Prevalence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2003,27430105.5753,28716464.4092,26111950.7702
Prevalence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2003,394132132.572,418945038.538,374688907.517
Prevalence,Global,Both,All Ages,Diarrheal diseases,Number,2003,60705411.2421,63985566.6757,57545685.8641
Prevalence,Global,Both,All Ages,Intestinal infectious diseases,Number,2003,1074135.82517,1214009.74055,965195.15788
Prevalence,Global,Both,All Ages,Typhoid fever,Number,2003,957040.131841,1130024.98876,817566.335391
Prevalence,Global,Both,All Ages,Paratyphoid fever,Number,2003,194033.555518,218651.052341,167700.646569
Prevalence,Global,Both,All Ages,Lower respiratory infections,Number,2003,6366313.50314,6750116.95432,5881537.21817
Prevalence,Global,Both,All Ages,Upper respiratory infections,Number,2003,209971237.125,235420825.321,192144796.892
Prevalence,Global,Both,All Ages,Otitis media,Number,2003,100582473.04,109935358.567,92074208.7416
Prevalence,Global,Both,All Ages,Meningitis,Number,2003,13458745.3319,15284302.2505,11869089.4931
Prevalence,Global,Both,All Ages,Pneumococcal meningitis,Number,2003,6163337.66801,7450039.59978,5155493.46103
Prevalence,Global,Both,All Ages,H influenzae type B meningitis,Number,2003,3106598.30229,4000309.78185,2162713.94061
Prevalence,Global,Both,All Ages,Meningococcal meningitis,Number,2003,1392937.05528,1778092.48407,1024068.05847
Prevalence,Global,Both,All Ages,Other meningitis,Number,2003,2795872.3063,3377749.20369,2136586.98169
Prevalence,Global,Both,All Ages,Encephalitis,Number,2003,13797943.1465,19912391.9448,9577370.9749
Prevalence,Global,Both,All Ages,Diphtheria,Number,2003,1021.9915189,1325.35790282,813.828537129
Prevalence,Global,Both,All Ages,Whooping cough,Number,2003,2244972.13718,2785195.98752,1761013.06839
Prevalence,Global,Both,All Ages,Tetanus,Number,2003,143592.551047,148733.230502,136686.703371
Prevalence,Global,Both,All Ages,Measles,Number,2003,811863.784988,1729179.8095,291877.181805
Prevalence,Global,Both,All Ages,Varicella and herpes zoster,Number,2003,6230777.69391,6623086.91976,5797727.87681
Prevalence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2003,1815186601.92,1852831891.47,1776351163.42
Prevalence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2004,32307545.2355,35597834.5522,28456567.4197
Prevalence,Global,Both,All Ages,Hepatitis,Number,2004,556852864.498,634223653.849,489058993.092
Prevalence,Global,Both,All Ages,Acute hepatitis A,Number,2004,25773230.532,51728229.9304,7071126.80087
Prevalence,Global,Both,All Ages,Hepatitis B,Number,2004,405726193.416,478571797.096,349589040.066
Prevalence,Global,Both,All Ages,Hepatitis C,Number,2004,123097168.372,138301418.487,110245161.492
Prevalence,Global,Both,All Ages,Acute hepatitis E,Number,2004,2256272.17825,2485119.81881,2054777.25713
Prevalence,Global,Both,All Ages,Leprosy,Number,2004,516235.927375,539265.660703,493218.431514
Prevalence,Global,Both,All Ages,Other infectious diseases,Number,2004,40937524.401,42405249.2202,39749916.0807
Prevalence,Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,2004,1183806.99511,1740133.28919,826885.866231
Prevalence,Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,2004,35556.1438433,52076.2923299,23179.1569385
Prevalence,Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,2004,331.139063882,523.533157718,201.456563732
Prevalence,Global,Both,All Ages,Latent tuberculosis infection,Number,2004,1666673211.28,1791531243.89,1569186213.28
Prevalence,Global,Both,All Ages,Malaria,Number,2003,163785600.639,176978144.413,153645901.913
Prevalence,Global,Both,All Ages,Chagas disease,Number,2003,6989697.88397,8161806.54952,6027557.99894
Prevalence,Global,Both,All Ages,Leishmaniasis,Number,2003,3632729.10629,4552880.78543,2870926.37508
Prevalence,Global,Both,All Ages,Visceral leishmaniasis,Number,2003,52141.2814852,55183.8026874,48579.4714649
Prevalence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2003,3075796.68691,4149696.06207,2269398.81164
Prevalence,Global,Both,All Ages,African trypanosomiasis,Number,2002,50361.186794,76267.9086907,32355.2801435
Prevalence,Global,Both,All Ages,Schistosomiasis,Number,2002,249085186.358,260050460.848,238250120.459
Prevalence,Global,Both,All Ages,Cysticercosis,Number,2002,2592642.96919,2943833.59173,2213771.7077
Prevalence,Global,Both,All Ages,Cystic echinococcosis,Number,2002,1687619.05182,2198382.35472,1274702.31316
Prevalence,Global,Both,All Ages,Lymphatic filariasis,Number,2002,52090053.0055,63546808.5664,44550351.3316
Prevalence,Global,Both,All Ages,Onchocerciasis,Number,2002,21385139.844,29827548.6948,14730317.5596
Prevalence,Global,Both,All Ages,Trachoma,Number,2002,3481348.8649,4484940.71513,2701620.57887
Prevalence,Global,Both,All Ages,Dengue,Number,2002,2369788.86811,4311051.77743,541615.509365
Prevalence,Global,Both,All Ages,Yellow fever,Number,2002,4264.88966935,10476.0561776,1247.97581543
Prevalence,Global,Both,All Ages,Rabies,Number,2002,1257.41158462,1734.13212765,826.084666943
Prevalence,Global,Both,All Ages,Intestinal nematode infections,Number,2002,1473881755.09,1510941768.52,1439567214.6
Prevalence,Global,Both,All Ages,Ascariasis,Number,2002,859320642.408,898616173.27,808194429.673
Prevalence,Global,Both,All Ages,Trichuriasis,Number,2002,438673382.546,456904291.733,418261006.808
Prevalence,Global,Both,All Ages,Hookworm disease,Number,2002,452781560.687,470036735.494,439051739.778
Prevalence,Global,Both,All Ages,Food-borne trematodiases,Number,2002,66593415.0481,70299073.1447,63151005.2161
Prevalence,Global,Both,All Ages,Other neglected tropical diseases,Number,2002,45147858.0022,46869766.8448,43655978.3457
Prevalence,Global,Both,All Ages,Ebola,Number,2002,62.9817913112,153.803486671,17.5604919836
Prevalence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,2002,8390818.70509,9244496.8677,7535272.38924
Prevalence,Global,Both,All Ages,Zika virus,Number,2002,0.0,0.0,0.0
Prevalence,Global,Both,All Ages,Guinea worm disease,Number,2002,17296.8338713,17672.4654114,16927.9164739
Prevalence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,2002,320795.809035,359361.622157,280310.303486
Prevalence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,2002,4228.92067193,4750.9378764,3662.29162876
Prevalence,Global,Both,All Ages,Otitis media,Number,2005,101594618.779,112109766.291,91557652.5426
Prevalence,Global,Both,All Ages,Meningitis,Number,2005,13581566.4787,15638664.6896,11742609.9886
Prevalence,Global,Both,All Ages,Pneumococcal meningitis,Number,2005,6273945.73168,7582814.20877,5200395.75982
Prevalence,Global,Both,All Ages,H influenzae type B meningitis,Number,2005,3087175.57569,4014761.24033,2324662.86289
Prevalence,Global,Both,All Ages,Meningococcal meningitis,Number,2005,1401854.64354,1849605.31833,1015466.7722
Prevalence,Global,Both,All Ages,Other meningitis,Number,2005,2818590.52775,3501128.74042,2215578.88833
Prevalence,Global,Both,All Ages,Encephalitis,Number,2005,13949406.0648,20387926.8182,9203695.79421
Prevalence,Global,Both,All Ages,Diphtheria,Number,2005,861.56319134,1152.27232892,676.989847919
Prevalence,Global,Both,All Ages,Whooping cough,Number,2005,2122560.74831,2677983.24085,1640904.52675
Prevalence,Global,Both,All Ages,Tetanus,Number,2005,145380.274887,150279.214295,139278.935766
Prevalence,Global,Both,All Ages,Measles,Number,2005,735017.665786,1617973.31874,257358.294093
Prevalence,Global,Both,All Ages,Varicella and herpes zoster,Number,2005,6414394.06007,6880975.7465,5947843.0876
Prevalence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2005,1835785505.03,1880264111.68,1795857170.26
Prevalence,Global,Both,All Ages,Malaria,Number,2005,173616637.259,188714381.184,161663203.063
Prevalence,Global,Both,All Ages,Chagas disease,Number,2005,7016731.58733,8163588.30683,6030731.66713
Prevalence,Global,Both,All Ages,Leishmaniasis,Number,2005,3862865.06602,4758017.88676,3104313.33973
Prevalence,Global,Both,All Ages,Visceral leishmaniasis,Number,2005,67476.0472056,71664.5623249,63653.7305378
Prevalence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2005,3294911.24604,4302153.99223,2540506.9936
Prevalence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2005,1817921577.86,1919288537.98,1721088542.97
Prevalence,Global,Both,All Ages,Tuberculosis,Number,2005,1686543806.93,1799129889.76,1574244676.07
Prevalence,Global,Both,All Ages,HIV/AIDS,Number,2005,31242742.4497,33441093.2546,29684820.7713
Prevalence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2005,29806443.1773,32006163.9405,28204295.3521
Prevalence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2005,400048102.882,426168511.229,376958373.009
Prevalence,Global,Both,All Ages,Diarrheal diseases,Number,2005,61596039.487,65020806.6443,58383797.616
Prevalence,Global,Both,All Ages,Intestinal infectious diseases,Number,2005,1021693.74964,1156342.49911,909280.652082
Prevalence,Global,Both,All Ages,Typhoid fever,Number,2005,914618.401181,1070661.48557,781484.96527
Prevalence,Global,Both,All Ages,Paratyphoid fever,Number,2005,188430.421307,216640.465486,165473.757964
Prevalence,Global,Both,All Ages,Lower respiratory infections,Number,2005,6426860.92014,6905835.82502,5994167.39187
Prevalence,Global,Both,All Ages,Upper respiratory infections,Number,2005,213731710.74,238853455.083,191590221.361
Prevalence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2007,1855542286.47,1951210160.31,1772707511.99
Prevalence,Global,Both,All Ages,Tuberculosis,Number,2007,1723405698.16,1852352475.08,1621848842.95
Prevalence,Global,Both,All Ages,HIV/AIDS,Number,2007,30166947.3462,31972149.6237,28467335.5483
Prevalence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2007,28778334.5678,30733873.6257,27053681.1061
Prevalence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2007,405638878.995,431730837.838,386009250.78
Prevalence,Global,Both,All Ages,Diarrheal diseases,Number,2007,62802843.0375,66113991.7255,59499439.8103
Prevalence,Global,Both,All Ages,Intestinal infectious diseases,Number,2007,973686.764522,1109919.8476,876250.372817
Prevalence,Global,Both,All Ages,Typhoid fever,Number,2007,876682.885442,1033285.24359,751790.944384
Prevalence,Global,Both,All Ages,Paratyphoid fever,Number,2007,182198.3994,204746.374338,158285.371866
Prevalence,Global,Both,All Ages,Lower respiratory infections,Number,2007,6630009.55192,7015927.0197,6152633.18352
Prevalence,Global,Both,All Ages,Upper respiratory infections,Number,2007,217187241.33,243478481.13,199260410.545
Prevalence,Global,Both,All Ages,Otitis media,Number,2007,102366676.538,111905808.534,93622799.0715
Prevalence,Global,Both,All Ages,Meningitis,Number,2007,13730035.5802,15589459.35,12109389.8771
Prevalence,Global,Both,All Ages,Pneumococcal meningitis,Number,2007,6466702.86017,7807497.46469,5412763.3618
Prevalence,Global,Both,All Ages,H influenzae type B meningitis,Number,2007,2872188.66938,3673539.34055,2029522.23357
Prevalence,Global,Both,All Ages,Meningococcal meningitis,Number,2007,1444502.67739,1839099.13671,1063102.33636
